"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Muncy, Max",571970,"LAD","SV","Slurve",-11.8,-1,"5",0.3,"2","0","0","0",25,50,25,"0.013","0.032","0.018",0
"Wong, Connor",657136,"BOS","SV","Slurve",-7.1,0,"7",0.9,"2","0","0","0",60,100,66.7,,,"0",
"Fletcher, Dominic",666150,"CWS","FS","Split-Finger",-8.3,0,"6",4.6,"2","0","0","0",33.3,50,50,"0.146","0.165","0.134",100
"Capra, Vinny",681962,"CWS","SV","Slurve",-5.4,0,"7",1.9,"2","0","0","0",50,50,25,"0.117","0.145","0.106",100
"Rushing, Dalton",687221,"LAD","FS","Split-Finger",-1.2,0,"14",2.3,"2","0","0","0",25,50,20,"0.127","0.128","0.115",0
"Siri, Jose",642350,"NYM","CH","Changeup",-6,-1,"11",6.8,"2","0","0","0",28.6,50,25,"0.006","0.011","0.007",0
"Barrero, José",676480,"STL","ST","Sweeper",3.6,1,"17",13.3,"2","0.5","1","0.625",28.6,0,0,"0.295","0.62","0.381",50
"Malloy, Justyn-Henry",669234,"DET","SV","Slurve",7.1,0,"5",0.9,"2","0.5","0.5","0.45",66.7,50,50,"0.236","0.261","0.217",100
"Sogard, Nick",686765,"BOS","ST","Sweeper",-4,-1,"14",3.5,"2","0","0","0",60,100,100,,,"0",
"Garcia, Jhostynxon",691373,"BOS","CU","Curveball",-9.5,0,"5",12.5,"2","0","0","0",100,100,100,,,"0",
"Brooks, Trenton",670092,"SD","SI","Sinker",-5.5,-1,"10",6,"2","0","0","0",16.7,0,0,"0.059","0.077","0.053",0
"Church, Nathan",701675,"STL","FC","Cutter",0.7,0,"6",2.3,"2","0.5","0.5","0.45",0,0,0,"0.237","0.262","0.218",50
"McCoy, Mason",669200,"SD","CH","Changeup",-8.7,-1,"6",6.2,"2","0","0","0",0,50,50,"0.024","0.077","0.038",100
"Campusano, Luis",669134,"SD","SL","Slider",-2.5,0,"8",6.3,"2","0","0","0",66.7,50,25,"0.177","0.186","0.16",100
"Siri, Jose",642350,"NYM","ST","Sweeper",-7.4,-1,"9",5.6,"2","0","0","0",57.1,100,100,,,"0",
"Ornelas, Tirso",672359,"SD","FS","Split-Finger",-23.5,0,"2",3.2,"2","0","0","0",0,0,0,"0.077","0.077","0.069",50
"Bogaerts, Xander",593428,"SD","SV","Slurve",-3,0,"11",0.5,"2","0","0","0",40,50,25,"0.327","1.145","0.604",100
"Campusano, Luis",669134,"SD","SI","Sinker",-1.3,0,"10",7.9,"2","0","0","0.35",50,0,0,"0.238","0.238","0.457",0
"Maton, Nick",665155,"CWS","FS","Split-Finger",-5.8,-1,"12",4.8,"2","0","0","0",75,50,50,"0.022","0.022","0.02",0
"McCoy, Mason",669200,"SD","FS","Split-Finger",-15.3,0,"3",3.1,"2","0","0","0",0,0,,"0.105","0.108","0.099",0
"Brooks, Trenton",670092,"SD","ST","Sweeper",-9.4,-1,"7",4.2,"2","0","0","0",33.3,50,100,"0.061","0.071","0.059",0
"Gurriel, Yuli",493329,"SD","CU","Curveball",-8.3,0,"5",3.4,"2","0","0","0",33.3,50,33.3,"0.053","0.063","0.048",0
"Wilson, Jacob",805779,"ATH","SV","Slurve",-1.1,0,"11",0.6,"2","0","0","0",0,0,0,"0.259","0.342","0.256",0
"Julks, Corey",667452,"CWS","CH","Changeup",-5.4,-1,"11",22,"2","0","0","0",42.9,0,0,"0.107","0.159","0.298",50
"English, Tristin",663536,"AZ","CH","Changeup",-6.1,0,"8",8.2,"2","0","0","0",20,50,33.3,"0.123","0.241","0.15",100
"Sabol, Blake",666165,"BOS","SL","Slider",-4.1,0,"11",12.9,"2","0","0","0",37.5,50,25,"0.041","0.146","0.076",100
"Sánchez, Ali",645305,"BOS","SI","Sinker",-7.1,-1,"11",13.8,"2","0","0","0",50,50,100,"0.033","0.041","0.029",0
"Barnes, Austin",605131,"LAD","CH","Changeup",13.6,1,"7",4.3,"2","0.5","0.5","0.9",25,0,0,"0.47","0.497","0.425",0
"Flores, Rafael",804668,"PIT","CH","Changeup",2.8,0,"5",6.8,"2","0.5","1","0.625",75,50,50,"0.471","1.73","0.904",100
"Bouchard, Sean",656248,"COL","FC","Cutter",5.3,0,"9",3.3,"2","0.5","0.5","0.45",25,50,33.3,"0.093","0.094","0.084",0
"Gonzalez, Romy",663853,"BOS","SV","Slurve",11,0,"3",0.2,"2","0.5","0.5","0.45",50,50,50,"0.151","0.153","0.138",100
"Gray, Tristan",656484,"TB","ST","Sweeper",-1.1,0,"21",6.7,"2","0","0","0",100,100,28.6,,,"0",
"Rodríguez, Endy",682848,"PIT","FS","Split-Finger",7.3,1,"7",3.4,"2","0.5","1","0.625",25,0,,"0.276","0.431","0.304",100
"Farmer, Kyle",571657,"COL","SV","Slurve",77.3,2,"3",0.3,"2","0.5","2","1",0,0,,"0.474","1.213","0.701",50
"Pereira, Everson",677592,"TB","FS","Split-Finger",0,0,"9",2.9,"2","0","0","0.35",0,0,0,"0.895","1.043","0.772",100
"Peters, Tristan",671976,"TB","SL","Slider",-7.8,-1,"7",15.2,"2","0","0","0",75,50,33.3,"0.474","0.542","0.452",0
"Aranda, Jonathan",666018,"TB","SV","Slurve",-7.1,0,"7",0.4,"2","0","0","0",33.3,50,25,"0.011","0.014","0.011",0
"Suwinski, Jack",669261,"PIT","FS","Split-Finger",3.3,1,"16",2,"2","0.5","0.5","0.45",60,50,25,"0.398","0.447","0.382",0
"Pham, Tommy",502054,"PIT","SV","Slurve",1.6,0,"8",0.5,"2","0.5","0.5","0.45",0,50,50,"0.169","0.189","0.154",100
"Sullivan, Brett",664954,"PIT","CH","Changeup",9.4,0,"4",11.1,"2","0.5","0.5","0.45",50,50,100,"0.183","0.21","0.165",100
"Kwan, Steven",680757,"CLE","SV","Slurve",1,0,"10",0.4,"2","0.5","0.5","0.45",33.3,50,25,"0.107","0.135","0.097",0
"Vargas, Miguel",678246,"CWS","SV","Slurve",-3.9,0,"10",0.4,"2","0","0","0",0,0,0,"0.198","0.42","0.255",50
"Ramos, Bryan",682868,"CWS","SL","Slider",-2.9,0,"12",30.8,"2","0","0","0",50,50,14.3,"0.27","0.27","0.243",0
"Call, Alex",669743,"LAD","SV","Slurve",3,0,"5",0.4,"2","0.5","0.5","0.45",0,0,0,"0.289","0.372","0.284",0
"Clarke, Denzel",672016,"ATH","SV","Slurve",-20.5,0,"2",0.3,"2","0","0","0",50,50,100,"0.241","0.28","0.233",100
"Wilson, Will",669717,"CLE","FS","Split-Finger",2.6,0,"7",1.9,"2","0.5","0.5","0.45",75,50,33.3,"0.299","0.333","0.276",100
"Suwinski, Jack",669261,"PIT","SV","Slurve",-17.8,-1,"3",0.4,"2","0","0","0",50,50,100,"0.04","0.041","0.04",0
"Cheng, Tsung-Che",691907,"PIT","FF","4-Seam Fastball",-6.9,-1,"9",37.5,"2","0","0","0",16.7,50,50,"0.142","0.266","0.17",100
"Margot, Manuel",622534,"DET","CH","Changeup",-3.3,0,"6",8.8,"2","0","0","0",0,0,0,"0.235","0.235","0.266",50
"Malloy, Justyn-Henry",669234,"DET","FS","Split-Finger",-5.7,0,"6",1.1,"2","0","0","0",66.7,50,33.3,"0.091","0.12","0.085",0
"Solak, Nick",669256,"PIT","ST","Sweeper",-13.3,0,"3",9.1,"2","0","0","0",0,0,0,"0.041","0.045","0.042",0
"Dalbec, Bobby",666915,"CWS","CU","Curveball",-7.1,0,"5",5.7,"2","0","0","0",66.7,50,100,"0.023","0.024","0.021",0
"Devanney, Cam",687478,"PIT","FS","Split-Finger",-10.1,0,"4",2.5,"2","0","0","0",66.7,50,33.3,"0.068","0.092","0.07",0
"Devanney, Cam",687478,"PIT","FC","Cutter",-8.6,-1,"12",7.4,"2","0","0","0",0,50,33.3,"0.155","0.155","0.14",0
"Montes, Coco",663796,"TB","SL","Slider",-0.5,0,"8",29.6,"2","0.5","0.5","0.45",66.7,50,100,"0.484","0.524","0.455",0
"Williams, Carson",700246,"TB","CH","Changeup",7.7,1,"13",3.1,"2","1","1","0.9",42.9,0,0,"0.673","0.73","0.625",0
"Flores, Rafael",804668,"PIT","ST","Sweeper",-6.6,0,"7",9.5,"2","0","0","0",66.7,50,100,"0.303","0.348","0.286",100
"Sullivan, Brett",664954,"PIT","CU","Curveball",-5.9,0,"8",22.2,"2","0","0","0",0,0,0,"0.035","0.104","0.361",100
"Yorke, Nick",694377,"PIT","SV","Slurve",-11.4,0,"4",1.4,"2","0","0","0",33.3,0,0,"0.164","0.165","0.155",0
"Bae, Ji Hwan",678225,"PIT","CU","Curveball",-4.1,0,"8",7.8,"2","0","0","0",50,50,25,"0.072","0.074","0.07",0
"Bae, Ji Hwan",678225,"PIT","FC","Cutter",-5.8,-1,"15",14.7,"2","0","0","0",62.5,50,100,"0.001","0.001","0.001",0
"Bae, Ji Hwan",678225,"PIT","SI","Sinker",-4.8,0,"8",7.8,"2","0","0","0",0,0,,"0.231","0.283","0.212",50
"Nuñez, Dom",624513,"CLE","SI","Sinker",5.3,0,"4",14.3,"2","1","1","0.9",0,0,0,"0.114","0.123","0.103",0
"Peguero, Liover",678894,"PIT","ST","Sweeper",-1.8,0,"14",4,"2","0","0","0",40,50,16.7,"0.046","0.058","0.045",0
"Cheng, Tsung-Che",691907,"PIT","FC","Cutter",-12.3,0,"4",16.7,"2","0","0","0",0,0,,"0.339","0.377","0.309",50
"Bae, Ji Hwan",678225,"PIT","FS","Split-Finger",-10.6,0,"4",3.9,"2","0","0","0",100,100,100,,,"0",
"Ramírez, José",608070,"CLE","SV","Slurve",2.7,0,"10",0.4,"2","0","0","0.35",0,0,0,"0.458","0.524","0.567",0
"Cruz, Oneil",665833,"PIT","SV","Slurve",0,0,"11",0.5,"2","0","0","0.35",33.3,50,16.7,,,"0.35",
"Devanney, Cam",687478,"PIT","CU","Curveball",-11,-1,"5",3.1,"2","0","0","0",100,100,100,,,"0",
"India, Jonathan",663697,"KC","SV","Slurve",5,0,"8",0.3,"2","0.5","0.5","0.45",50,50,33.3,"0.177","0.212","0.172",0
"Maile, Luke",571912,"KC","ST","Sweeper",2.4,0,"19",8.9,"2","0.5","0.5","0.45",14.3,50,11.1,"0.306","0.317","0.275",0
"Veen, Zac",691728,"COL","FS","Split-Finger",-7.6,-1,"7",5,"2","0","0","0",42.9,50,25,"0.124","0.135","0.114",100
"Baddoo, Akil",668731,"DET","FC","Cutter",-17.5,-1,"3",5.6,"2","0","0","0",0,0,,"0.171","0.306","0.196",50
"Blanco, Dairon",680118,"KC","CH","Changeup",2,0,"8",25,"2","0","0","0.45",60,50,50,"0.044","0.046","0.04",0
"Maile, Luke",571912,"KC","CU","Curveball",5.2,1,"12",5.6,"2","0.5","0.5","0.45",33.3,50,25,"0.309","0.357","0.293",100
"Sabol, Blake",666165,"BOS","CU","Curveball",25.4,1,"2",2.4,"2","0.5","1","0.625",0,50,50,"0.465","0.527","0.442",0
"Witt Jr., Bobby",677951,"KC","SV","Slurve",17.3,2,"9",0.4,"2","0.5","2","1",0,0,0,"0.502","2.002","1.002",50
"Toglia, Michael",669911,"COL","SV","Slurve",-5.4,-1,"10",0.7,"2","0","0","0",60,50,25,"0.007","0.012","0.008",0
"Palacios, Richie",680700,"TB","FS","Split-Finger",3.3,0,"8",4.2,"2","0.5","0.5","0.45",0,0,0,"0.291","0.313","0.265",0
"Fitzgerald, Ryan",680837,"MIN","CU","Curveball",-3.3,-1,"17",8.8,"2","0","0","0",50,100,40,,,"0",
"Albies, Ozzie",645277,"ATL","SV","Slurve",2.9,0,"16",0.7,"2","1","2","0.975",16.7,0,0,"0.915","1.176","0.804",100
"Azocar, José",640492,"ATL","CH","Changeup",3.7,0,"8",11.9,"2","0.5","0.5","0.45",0,0,0,"0.835","1.012","0.815",50
"Trejo, Alan",676701,"COL","FS","Split-Finger",-6.3,0,"7",4.7,"2","0","0","0",40,50,16.7,"0.1","0.119","0.09",0
"Turner, Trea",607208,"PHI","KN","Knuckleball",3.7,0,"10",0.4,"2","0.5","0.5","0.45",20,0,0,"0.325","0.329","0.296",0
"Marsh, Brandon",669016,"PHI","KN","Knuckleball",5.7,0,"8",0.5,"2","0.5","0.5","0.45",16.7,0,0,"0.292","0.334","0.273",50
"Fletcher, Dominic",666150,"CWS","SL","Slider",18.6,2,"11",8.5,"2","0.5","2","1",0,0,0,"0.384","1.236","0.665",50
"Lopez, Otto",672640,"MIA","SV","Slurve",-5.6,0,"8",0.4,"2","0","0","0",66.7,50,33.3,"0.029","0.03","0.029",0
"Julks, Corey",667452,"CWS","CU","Curveball",1.9,0,"6",12,"2","0.5","0.5","0.45",50,50,50,"0.124","0.124","0.112",0
"Mesa Jr., Victor",683748,"MIA","CH","Changeup",-5.3,-1,"12",8.5,"2","0","0","0",33.3,0,0,"0.292","0.349","0.28",50
"Baldwin, Brooks",681460,"CWS","SV","Slurve",10.8,0,"3",0.2,"2","0.5","0.5","0.45",50,50,100,"0.238","0.262","0.22",0
"Edwards, Xavier",669364,"MIA","SV","Slurve",-7.9,-1,"8",0.4,"2","0","0","0",0,0,0,"0.211","0.223","0.191",50
"Wiemer, Joey",686894,"MIA","FC","Cutter",-5.8,-1,"9",4.1,"2","0","0","0",25,50,50,"0.168","0.197","0.152",100
"Navarreto, Brian",640459,"MIA","CH","Changeup",-15.7,0,"3",7.1,"2","0","0","0",33.3,0,,"0.032","0.042","0.029",0
"MacIver, Willie",680862,"ATH","FS","Split-Finger",-10.5,0,"4",1,"2","0","0","0",0,0,0,"0.181","0.182","0.166",0
"Brantly, Rob",542963,"MIA","ST","Sweeper",-17.5,-1,"3",15.8,"2","0","0","0",66.7,50,100,"0.005","0.007","0.004",0
"Myers, Dane",667472,"MIA","SV","Slurve",-8,-1,"8",0.6,"2","0","0","0",60,50,50,"0.09","0.092","0.085",0
"Mesa Jr., Victor",683748,"MIA","FS","Split-Finger",-2.5,0,"11",7.8,"2","0","0","0",20,0,0,"0.364","0.446","0.351",50
"García, Adolis",666969,"TEX","SV","Slurve",-6.4,0,"6",0.3,"2","0","0","0",100,100,66.7,,,"0",
"Keaschall, Luke",807712,"MIN","FS","Split-Finger",0.5,0,"14",1.8,"2","0","0","0.35",28.6,50,12.5,,,"0.35",
"Foscue, Justin",679822,"TEX","CH","Changeup",-3.6,0,"11",26.2,"2","0","0","0",0,0,0,"0.131","0.14","0.121",100
"Jung, Josh",673962,"TEX","SV","Slurve",-19.3,-1,"3",0.2,"2","0","0","0",0,50,50,"0.091","0.091","0.083",0
"Caissie, Owen",683357,"CHC","FC","Cutter",-8.5,-1,"8",7.8,"2","0","0","0",66.7,100,100,,,"0",
"McKinney, Billy",641856,"TEX","SL","Slider",-15,-1,"5",5.8,"2","0","0","0",33.3,0,,"0.151","0.159","0.138",0
"Harris, Dustin",687957,"TEX","FC","Cutter",-7.7,-1,"8",4.4,"2","0","0","0",0,0,,"0.126","0.157","0.117",50
"Barnhart, Tucker",571466,"TEX","CU","Curveball",4.3,0,"4",6.9,"2","0","0","0.35",0,0,0,"0.042","0.059","0.372",0
"Lewis, Royce",668904,"MIN","SV","Slurve",1.7,0,"7",0.5,"2","0.5","0.5","0.45",25,0,0,"0.315","0.349","0.287",50
"Caissie, Owen",683357,"CHC","FS","Split-Finger",-6.4,0,"7",6.8,"2","0","0","0",100,100,100,,,"0",
"Hoerner, Nico",663538,"CHC","SV","Slurve",-15,0,"3",0.1,"2","0","0","0",0,0,0,"0.513","0.571","0.488",0
"Realmuto, J.T.",592663,"PHI","SV","Slurve",8.3,1,"10",0.5,"2","1","1","0.9",33.3,0,0,"0.676","0.744","0.631",0
"Tolbert, Tyler",686475,"KC","CU","Curveball",-2.8,0,"11",5.8,"2","0","0","0",100,100,66.7,,,"0",
"Stevenson, Cal",670276,"PHI","SL","Slider",5.1,0,"8",32,"2","0.5","0.5","0.45",0,50,50,"0.063","0.083","0.06",0
"Suzuki, Seiya",673548,"CHC","SV","Slurve",0.5,0,"15",0.6,"2","0","0","0",50,50,16.7,"0.025","0.041","0.029",0
"Alcántara, Kevin",682634,"CHC","CU","Curveball",-9.1,0,"5",10.9,"2","0","0","0",50,50,100,"0.352","0.396","0.325",100
"Williams, Luke",663897,"ATL","ST","Sweeper",1.9,0,"13",12.1,"2","0.5","0.5","0.45",20,50,33.3,"0.447","0.576","0.445",100
"Verdugo, Alex",657077,"ATL","SV","Slurve",1.9,0,"6",0.7,"2","0.5","0.5","0.45",0,50,25,"0.318","0.469","0.338",100
"Mitchell, Garrett",669003,"MIL","ST","Sweeper",4.1,0,"7",2.3,"2","0.5","0.5","0.45",0,0,0,"0.168","0.171","0.152",0
"Berroa, Steward",672642,"MIL","FF","4-Seam Fastball",0.5,0,"12",37.5,"2","0","0","0.35",33.3,50,16.7,,,"0.35",
"Stevenson, Cal",670276,"PHI","CH","Changeup",-12.1,0,"4",16,"2","0","0","0",0,0,0,"0.222","0.233","0.202",0
"Allen, Nick",669397,"ATL","SV","Slurve",-2.3,0,"6",0.4,"2","0.5","0.5","0.45",33.3,50,50,"0.109","0.11","0.098",0
"Walton, Donovan",622268,"PHI","FF","4-Seam Fastball",-6.5,-1,"10",37,"2","0","0","0",20,50,50,"0.146","0.165","0.132",100
"Burger, Jake",669394,"TEX","SV","Slurve",6.2,0,"8",0.6,"2","0.5","0.5","0.45",50,50,25,"0.254","0.275","0.231",0
"Higashioka, Kyle",543309,"TEX","SV","Slurve",13,1,"4",0.3,"2","0.5","0.5","0.45",50,50,33.3,"0.289","0.331","0.274",100
"Walton, Donovan",622268,"PHI","CH","Changeup",-5,0,"2",7.4,"2","0","0","0",0,0,,"0.418","0.534","0.376",0
"Castellanos, Nick",592206,"PHI","SV","Slurve",-6.7,0,"6",0.3,"2","0","0","0",33.3,0,,"0.048","0.049","0.042",0
"Wilson, Weston",642215,"PHI","FS","Split-Finger",3.8,0,"8",1.5,"2","0","0","0.35",33.3,50,25,,,"0.35",
"León, Sandy",506702,"ATL","CU","Curveball",16.8,1,"7",17.1,"2","0.5","2","1",25,0,0,"0.184","0.666","0.353",50
"Wiemer, Joey",686894,"MIA","FS","Split-Finger",12.5,1,"6",2.7,"2","0.5","2","1",0,50,33.3,"0.475","1.869","0.958",100
"Bryant, Kris",592178,"COL","FC","Cutter",-5.6,-1,"12",7.2,"2","0","0","0",33.3,0,0,"0.151","0.28","0.179",50
"Alvarez, Yordan",670541,"HOU","SV","Slurve",2.5,0,"6",0.7,"2","0.5","0.5","0.45",0,0,0,"0.278","0.353","0.27",50
"Keirsey Jr., DaShawn",680577,"MIN","FS","Split-Finger",-4.1,0,"12",3.4,"2","0","0","0",20,0,0,"0.326","0.361","0.299",100
"Dubón, Mauricio",643289,"HOU","SV","Slurve",0.8,0,"6",0.4,"2","0.5","0.5","0.45",25,0,,"0.412","0.468","0.387",0
"Pederson, Joc",592626,"TEX","SV","Slurve",9,0,"4",0.3,"2","0.5","1","0.625",0,0,0,"0.112","0.291","0.165",50
"Foscue, Justin",679822,"TEX","SL","Slider",9.9,0,"5",11.9,"2","0.5","1","0.625",0,0,,"0.462","0.592","0.458",50
"Cole, Zach",805904,"HOU","SI","Sinker",0.1,0,"16",7.1,"2","0.5","0.5","0.45",42.9,0,0,"0.163","0.169","0.149",50
